2025-09-29 20:39:46 | INFO | reservation | login.py:69 | DF Update [row=0, col=heure]: '' -> '10:00 AM'
2025-09-29 20:45:49 | INFO | reservation | login.py:69 | DF Update [row=0, col=gender]: 'Femme' -> 'F'
2025-09-29 20:45:53 | INFO | reservation | login.py:356 | Trying to find element with text '2'
2025-09-29 20:45:55 | INFO | reservation | login.py:360 | Tapping '2' at (450, 916)
2025-09-29 20:45:57 | INFO | reservation | login.py:364 | Successfully selected '2'
2025-09-29 20:45:59 | INFO | reservation | login.py:585 | Timeslots found: ['12:20 AM', '12:40 AM', '01:00 AM', '06:20 AM', '06:40 AM', '07:00 AM']
2025-09-29 20:45:59 | INFO | reservation | login.py:457 | Pre-book check: label='Thursday, 02 October' | expect day in ['02', '2'] and month='october' -> True/True
2025-09-29 20:46:01 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:46:01 | INFO | reservation | login.py:69 | DF Update [row=0, col=RESERVATION]: '0' -> '1'
2025-09-29 20:46:01 | INFO | reservation | login.py:69 | DF Update [row=0, col=heure]: '' -> '10:00 AM'
2025-09-29 20:46:01 | INFO | reservation | login.py:69 | DF Update [row=0, col=date_reservation]: '' -> '02/10/2025'
2025-09-29 20:46:02 | INFO | reservation | login.py:111 | Driver settings updated: waitForIdleTimeout=0, ignoreUnimportantViews=True
2025-09-29 20:46:35 | INFO | reservation | login.py:391 | [privacy] Consent sheet detected; accepting…
2025-09-29 20:46:36 | INFO | reservation | login.py:417 | [privacy] Consent accepted.
2025-09-29 20:46:41 | INFO | reservation | login.py:388 | [privacy] Consent sheet not present.
2025-09-29 20:46:41 | INFO | reservation | login.py:475 | [make_reservation] Start for row 0 (passport=E6103568)
2025-09-29 20:46:42 | INFO | reservation | login.py:485 | [make_reservation] Gender normalized: F
2025-09-29 20:46:49 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:46:49 | INFO | reservation | login.py:69 | DF Update [row=0, col=gender]: 'Femme' -> 'F'
2025-09-29 20:46:52 | INFO | reservation | login.py:356 | Trying to find element with text '2'
2025-09-29 20:46:54 | INFO | reservation | login.py:360 | Tapping '2' at (450, 866)
2025-09-29 20:46:56 | INFO | reservation | login.py:364 | Successfully selected '2'
2025-09-29 20:46:58 | INFO | reservation | login.py:585 | Timeslots found: ['12:20 AM', '12:40 AM', '01:00 AM', '06:20 AM', '06:40 AM', '07:00 AM']
2025-09-29 20:46:58 | INFO | reservation | login.py:457 | Pre-book check: label='Thursday, 02 October' | expect day in ['02', '2'] and month='october' -> True/True
2025-09-29 20:47:00 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:47:00 | INFO | reservation | login.py:69 | DF Update [row=0, col=RESERVATION]: '0' -> '1'
2025-09-29 20:47:00 | INFO | reservation | login.py:69 | DF Update [row=0, col=heure]: '' -> '10:00 AM'
2025-09-29 20:47:00 | INFO | reservation | login.py:69 | DF Update [row=0, col=date_reservation]: '' -> '02/10/2025'
2025-09-29 20:47:01 | INFO | reservation | login.py:111 | Driver settings updated: waitForIdleTimeout=0, ignoreUnimportantViews=True
2025-09-29 20:47:32 | INFO | reservation | login.py:391 | [privacy] Consent sheet detected; accepting…
2025-09-29 20:47:33 | INFO | reservation | login.py:417 | [privacy] Consent accepted.
2025-09-29 20:47:39 | INFO | reservation | login.py:388 | [privacy] Consent sheet not present.
2025-09-29 20:47:39 | INFO | reservation | login.py:475 | [make_reservation] Start for row 0 (passport=E6103566)
2025-09-29 20:47:39 | INFO | reservation | login.py:485 | [make_reservation] Gender normalized: F
2025-09-29 20:47:46 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:47:46 | INFO | reservation | login.py:69 | DF Update [row=0, col=gender]: 'Femme' -> 'F'
2025-09-29 20:47:49 | INFO | reservation | login.py:356 | Trying to find element with text '2'
2025-09-29 20:47:51 | INFO | reservation | login.py:360 | Tapping '2' at (450, 898)
2025-09-29 20:47:53 | INFO | reservation | login.py:364 | Successfully selected '2'
2025-09-29 20:47:55 | INFO | reservation | login.py:585 | Timeslots found: ['12:20 AM', '12:40 AM', '01:00 AM', '06:20 AM', '06:40 AM', '07:00 AM']
2025-09-29 20:47:55 | INFO | reservation | login.py:457 | Pre-book check: label='Thursday, 02 October' | expect day in ['02', '2'] and month='october' -> True/True
2025-09-29 20:47:58 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:47:58 | INFO | reservation | login.py:69 | DF Update [row=0, col=RESERVATION]: '0' -> '1'
2025-09-29 20:47:58 | INFO | reservation | login.py:69 | DF Update [row=0, col=heure]: '' -> '10:00 AM'
2025-09-29 20:47:58 | INFO | reservation | login.py:69 | DF Update [row=0, col=date_reservation]: '' -> '02/10/2025'
2025-09-29 20:47:58 | INFO | reservation | login.py:111 | Driver settings updated: waitForIdleTimeout=0, ignoreUnimportantViews=True
2025-09-29 20:48:31 | INFO | reservation | login.py:391 | [privacy] Consent sheet detected; accepting…
2025-09-29 20:48:32 | INFO | reservation | login.py:417 | [privacy] Consent accepted.
2025-09-29 20:48:38 | INFO | reservation | login.py:388 | [privacy] Consent sheet not present.
2025-09-29 20:48:38 | INFO | reservation | login.py:475 | [make_reservation] Start for row 0 (passport=E6103584)
2025-09-29 20:48:38 | INFO | reservation | login.py:485 | [make_reservation] Gender normalized: F
2025-09-29 20:48:45 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:48:45 | INFO | reservation | login.py:69 | DF Update [row=0, col=gender]: 'Femme' -> 'F'
2025-09-29 20:48:48 | INFO | reservation | login.py:356 | Trying to find element with text '2'
2025-09-29 20:48:50 | INFO | reservation | login.py:360 | Tapping '2' at (450, 988)
2025-09-29 20:48:52 | INFO | reservation | login.py:364 | Successfully selected '2'
2025-09-29 20:48:54 | INFO | reservation | login.py:585 | Timeslots found: ['12:20 AM', '12:40 AM', '01:00 AM', '06:20 AM', '06:40 AM', '07:00 AM']
2025-09-29 20:48:54 | INFO | reservation | login.py:457 | Pre-book check: label='Thursday, 02 October' | expect day in ['02', '2'] and month='october' -> True/True
2025-09-29 20:48:56 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:48:56 | INFO | reservation | login.py:69 | DF Update [row=0, col=RESERVATION]: '0' -> '1'
2025-09-29 20:48:56 | INFO | reservation | login.py:69 | DF Update [row=0, col=heure]: '' -> '10:00 AM'
2025-09-29 20:48:56 | INFO | reservation | login.py:69 | DF Update [row=0, col=date_reservation]: '' -> '02/10/2025'
2025-09-29 20:48:57 | INFO | reservation | login.py:111 | Driver settings updated: waitForIdleTimeout=0, ignoreUnimportantViews=True
2025-09-29 20:49:30 | INFO | reservation | login.py:391 | [privacy] Consent sheet detected; accepting…
2025-09-29 20:49:30 | INFO | reservation | login.py:417 | [privacy] Consent accepted.
2025-09-29 20:49:37 | INFO | reservation | login.py:388 | [privacy] Consent sheet not present.
2025-09-29 20:49:37 | INFO | reservation | login.py:475 | [make_reservation] Start for row 0 (passport=X6417031)
2025-09-29 20:49:37 | INFO | reservation | login.py:485 | [make_reservation] Gender normalized: F
2025-09-29 20:49:44 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:49:44 | INFO | reservation | login.py:69 | DF Update [row=0, col=gender]: 'Femme' -> 'F'
2025-09-29 20:49:48 | INFO | reservation | login.py:356 | Trying to find element with text '2'
2025-09-29 20:49:50 | INFO | reservation | login.py:360 | Tapping '2' at (450, 934)
2025-09-29 20:49:52 | INFO | reservation | login.py:364 | Successfully selected '2'
2025-09-29 20:49:53 | INFO | reservation | login.py:585 | Timeslots found: ['12:20 AM', '12:40 AM', '01:00 AM', '06:20 AM', '06:40 AM', '07:00 AM']
2025-09-29 20:49:54 | INFO | reservation | login.py:457 | Pre-book check: label='Thursday, 02 October' | expect day in ['02', '2'] and month='october' -> True/True
2025-09-29 20:49:56 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:49:56 | INFO | reservation | login.py:69 | DF Update [row=0, col=RESERVATION]: '0' -> '1'
2025-09-29 20:49:56 | INFO | reservation | login.py:69 | DF Update [row=0, col=heure]: '' -> '10:00 AM'
2025-09-29 20:49:56 | INFO | reservation | login.py:69 | DF Update [row=0, col=date_reservation]: '' -> '02/10/2025'
2025-09-29 20:49:57 | INFO | reservation | login.py:111 | Driver settings updated: waitForIdleTimeout=0, ignoreUnimportantViews=True
2025-09-29 20:50:31 | INFO | reservation | login.py:391 | [privacy] Consent sheet detected; accepting…
2025-09-29 20:50:31 | INFO | reservation | login.py:417 | [privacy] Consent accepted.
2025-09-29 20:50:38 | INFO | reservation | login.py:388 | [privacy] Consent sheet not present.
2025-09-29 20:50:38 | INFO | reservation | login.py:475 | [make_reservation] Start for row 0 (passport=E6103576)
2025-09-29 20:50:38 | INFO | reservation | login.py:485 | [make_reservation] Gender normalized: F
2025-09-29 20:50:45 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:50:45 | INFO | reservation | login.py:69 | DF Update [row=0, col=gender]: 'Femme' -> 'F'
2025-09-29 20:50:49 | INFO | reservation | login.py:356 | Trying to find element with text '2'
2025-09-29 20:50:51 | INFO | reservation | login.py:360 | Tapping '2' at (450, 931)
2025-09-29 20:50:53 | INFO | reservation | login.py:364 | Successfully selected '2'
2025-09-29 20:50:55 | INFO | reservation | login.py:585 | Timeslots found: ['12:20 AM', '12:40 AM', '01:00 AM', '06:20 AM', '06:40 AM', '07:00 AM']
2025-09-29 20:50:55 | INFO | reservation | login.py:457 | Pre-book check: label='Thursday, 02 October' | expect day in ['02', '2'] and month='october' -> True/True
2025-09-29 20:50:57 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:50:57 | INFO | reservation | login.py:69 | DF Update [row=0, col=RESERVATION]: '0' -> '1'
2025-09-29 20:50:57 | INFO | reservation | login.py:69 | DF Update [row=0, col=heure]: '' -> '10:00 AM'
2025-09-29 20:50:57 | INFO | reservation | login.py:69 | DF Update [row=0, col=date_reservation]: '' -> '02/10/2025'
2025-09-29 20:50:57 | INFO | reservation | login.py:111 | Driver settings updated: waitForIdleTimeout=0, ignoreUnimportantViews=True
2025-09-29 20:51:31 | INFO | reservation | login.py:391 | [privacy] Consent sheet detected; accepting…
2025-09-29 20:51:32 | INFO | reservation | login.py:417 | [privacy] Consent accepted.
2025-09-29 20:51:38 | INFO | reservation | login.py:388 | [privacy] Consent sheet not present.
2025-09-29 20:51:38 | INFO | reservation | login.py:475 | [make_reservation] Start for row 0 (passport=E6103354)
2025-09-29 20:51:38 | INFO | reservation | login.py:485 | [make_reservation] Gender normalized: F
2025-09-29 20:51:45 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:51:45 | INFO | reservation | login.py:69 | DF Update [row=0, col=gender]: 'Femme' -> 'F'
2025-09-29 20:51:48 | INFO | reservation | login.py:356 | Trying to find element with text '2'
2025-09-29 20:51:50 | INFO | reservation | login.py:360 | Tapping '2' at (450, 844)
2025-09-29 20:51:52 | INFO | reservation | login.py:364 | Successfully selected '2'
2025-09-29 20:51:54 | INFO | reservation | login.py:585 | Timeslots found: ['12:20 AM', '12:40 AM', '01:00 AM', '06:20 AM', '06:40 AM', '07:00 AM']
2025-09-29 20:51:54 | INFO | reservation | login.py:457 | Pre-book check: label='Thursday, 02 October' | expect day in ['02', '2'] and month='october' -> True/True
2025-09-29 20:51:57 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:51:57 | INFO | reservation | login.py:69 | DF Update [row=0, col=RESERVATION]: '0' -> '1'
2025-09-29 20:51:57 | INFO | reservation | login.py:69 | DF Update [row=0, col=heure]: '' -> '10:00 AM'
2025-09-29 20:51:57 | INFO | reservation | login.py:69 | DF Update [row=0, col=date_reservation]: '' -> '02/10/2025'
2025-09-29 20:51:57 | INFO | reservation | login.py:111 | Driver settings updated: waitForIdleTimeout=0, ignoreUnimportantViews=True
2025-09-29 20:52:31 | INFO | reservation | login.py:391 | [privacy] Consent sheet detected; accepting…
2025-09-29 20:52:32 | INFO | reservation | login.py:417 | [privacy] Consent accepted.
2025-09-29 20:52:37 | INFO | reservation | login.py:388 | [privacy] Consent sheet not present.
2025-09-29 20:52:37 | INFO | reservation | login.py:475 | [make_reservation] Start for row 0 (passport=E6103572)
2025-09-29 20:52:38 | INFO | reservation | login.py:485 | [make_reservation] Gender normalized: F
2025-09-29 20:52:45 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:52:45 | INFO | reservation | login.py:69 | DF Update [row=0, col=gender]: 'Femme' -> 'F'
2025-09-29 20:52:48 | INFO | reservation | login.py:356 | Trying to find element with text '2'
2025-09-29 20:52:50 | INFO | reservation | login.py:360 | Tapping '2' at (450, 953)
2025-09-29 20:52:52 | INFO | reservation | login.py:364 | Successfully selected '2'
2025-09-29 20:52:54 | INFO | reservation | login.py:585 | Timeslots found: ['12:20 AM', '12:40 AM', '01:00 AM', '06:20 AM', '06:40 AM', '07:00 AM']
2025-09-29 20:52:54 | INFO | reservation | login.py:457 | Pre-book check: label='Thursday, 02 October' | expect day in ['02', '2'] and month='october' -> True/True
2025-09-29 20:52:56 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:52:56 | INFO | reservation | login.py:69 | DF Update [row=0, col=RESERVATION]: '0' -> '1'
2025-09-29 20:52:56 | INFO | reservation | login.py:69 | DF Update [row=0, col=heure]: '' -> '10:00 AM'
2025-09-29 20:52:56 | INFO | reservation | login.py:69 | DF Update [row=0, col=date_reservation]: '' -> '02/10/2025'
2025-09-29 20:52:57 | INFO | reservation | login.py:111 | Driver settings updated: waitForIdleTimeout=0, ignoreUnimportantViews=True
2025-09-29 20:53:20 | INFO | reservation | login.py:111 | Driver settings updated: waitForIdleTimeout=0, ignoreUnimportantViews=True
2025-09-29 20:53:52 | INFO | reservation | login.py:391 | [privacy] Consent sheet detected; accepting…
2025-09-29 20:53:53 | INFO | reservation | login.py:417 | [privacy] Consent accepted.
2025-09-29 20:53:58 | INFO | reservation | login.py:388 | [privacy] Consent sheet not present.
2025-09-29 20:53:58 | INFO | reservation | login.py:475 | [make_reservation] Start for row 0 (passport=E6103559)
2025-09-29 20:53:59 | INFO | reservation | login.py:485 | [make_reservation] Gender normalized: F
2025-09-29 20:54:06 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:54:06 | INFO | reservation | login.py:69 | DF Update [row=0, col=gender]: 'Femme' -> 'F'
2025-09-29 20:54:09 | INFO | reservation | login.py:356 | Trying to find element with text '2'
2025-09-29 20:54:11 | INFO | reservation | login.py:360 | Tapping '2' at (450, 905)
2025-09-29 20:54:13 | INFO | reservation | login.py:364 | Successfully selected '2'
2025-09-29 20:54:15 | INFO | reservation | login.py:585 | Timeslots found: ['12:20 AM', '12:40 AM', '01:00 AM', '06:20 AM', '06:40 AM', '07:00 AM']
2025-09-29 20:54:15 | INFO | reservation | login.py:457 | Pre-book check: label='Thursday, 02 October' | expect day in ['02', '2'] and month='october' -> True/True
2025-09-29 20:54:18 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:54:18 | INFO | reservation | login.py:69 | DF Update [row=0, col=RESERVATION]: '0' -> '1'
2025-09-29 20:54:18 | INFO | reservation | login.py:69 | DF Update [row=0, col=heure]: '' -> '10:00 AM'
2025-09-29 20:54:18 | INFO | reservation | login.py:69 | DF Update [row=0, col=date_reservation]: '' -> '02/10/2025'
2025-09-29 20:54:18 | INFO | reservation | login.py:111 | Driver settings updated: waitForIdleTimeout=0, ignoreUnimportantViews=True
2025-09-29 20:54:53 | INFO | reservation | login.py:391 | [privacy] Consent sheet detected; accepting…
2025-09-29 20:54:54 | INFO | reservation | login.py:417 | [privacy] Consent accepted.
2025-09-29 20:55:00 | INFO | reservation | login.py:388 | [privacy] Consent sheet not present.
2025-09-29 20:55:00 | INFO | reservation | login.py:475 | [make_reservation] Start for row 0 (passport=E6103583)
2025-09-29 20:55:00 | INFO | reservation | login.py:485 | [make_reservation] Gender normalized: F
2025-09-29 20:55:07 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:55:07 | INFO | reservation | login.py:69 | DF Update [row=0, col=gender]: 'Femme' -> 'F'
2025-09-29 20:55:10 | INFO | reservation | login.py:356 | Trying to find element with text '2'
2025-09-29 20:55:13 | INFO | reservation | login.py:360 | Tapping '2' at (450, 970)
2025-09-29 20:55:15 | INFO | reservation | login.py:364 | Successfully selected '2'
2025-09-29 20:55:16 | INFO | reservation | login.py:585 | Timeslots found: ['12:20 AM', '12:40 AM', '01:00 AM', '06:20 AM', '06:40 AM', '07:00 AM']
2025-09-29 20:55:17 | INFO | reservation | login.py:457 | Pre-book check: label='Thursday, 02 October' | expect day in ['02', '2'] and month='october' -> True/True
2025-09-29 20:55:18 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:55:18 | INFO | reservation | login.py:69 | DF Update [row=0, col=RESERVATION]: '0' -> '1'
2025-09-29 20:55:18 | INFO | reservation | login.py:69 | DF Update [row=0, col=heure]: '' -> '10:00 AM'
2025-09-29 20:55:18 | INFO | reservation | login.py:69 | DF Update [row=0, col=date_reservation]: '' -> '02/10/2025'
2025-09-29 20:55:19 | INFO | reservation | login.py:111 | Driver settings updated: waitForIdleTimeout=0, ignoreUnimportantViews=True
2025-09-29 20:55:50 | INFO | reservation | login.py:391 | [privacy] Consent sheet detected; accepting…
2025-09-29 20:55:51 | INFO | reservation | login.py:417 | [privacy] Consent accepted.
2025-09-29 20:55:57 | INFO | reservation | login.py:388 | [privacy] Consent sheet not present.
2025-09-29 20:55:57 | INFO | reservation | login.py:475 | [make_reservation] Start for row 0 (passport=E6103567)
2025-09-29 20:55:57 | INFO | reservation | login.py:485 | [make_reservation] Gender normalized: F
2025-09-29 20:56:04 | INFO | reservation | login.py:69 | DF Update [row=0, col=CREATION]: '1' -> '1'
2025-09-29 20:56:04 | INFO | reservation | login.py:69 | DF Update [row=0, col=gender]: 'Femme' -> 'F'
2025-09-29 20:56:07 | INFO | reservation | login.py:356 | Trying to find element with text '2'
2025-09-29 20:56:09 | INFO | reservation | login.py:360 | Tapping '2' at (450, 882)
2025-09-29 20:56:11 | INFO | reservation | login.py:364 | Successfully selected '2'
2025-09-29 20:56:13 | INFO | reservation | login.py:585 | Timeslots found: ['12:20 AM', '12:40 AM', '01:00 AM', '06:20 AM', '06:40 AM', '07:00 AM']
2025-09-29 20:56:13 | INFO | reservation | login.py:457 | Pre-book check: label='Thursday, 02 October' | expect day in ['02', '2'] and month='october' -> True/True
